,CustID,MonthSal,GeoLivArea,Children,CustMonVal,Client Tenure,Total Premium,EducDeg_BSc/MSc,EducDeg_High School,EducDeg_PhD,Customer_Category_Bronze,Customer_Category_Diamond,Customer_Category_Gold,Customer_Category_Silver
1977,1992.0,3544.0,1.0,1.0,88.59,37.0,541.0,1,0,0,1,0,0,0
1978,1993.0,2977.0,3.0,1.0,120.25,27.0,854.04,0,1,0,0,0,1,0
1979,1994.0,2416.0,3.0,1.0,525.77,30.0,642.0,0,0,1,1,0,0,0
1980,1995.0,2889.0,3.0,1.0,275.6,30.0,816.59,0,1,0,0,0,0,1
1981,1996.0,2582.0,1.0,1.0,107.47,37.0,637.24,0,1,0,1,0,0,0
1982,1997.0,2556.0,4.0,1.0,436.43,26.0,536.0,1,0,0,1,0,0,0
1983,1998.0,3010.0,4.0,0.0,-43.67,24.0,743.92,0,0,0,0,0,0,1
1984,1999.0,3486.0,4.0,1.0,428.31,35.0,609.1199999999999,0,0,0,1,0,0,0
1985,2000.0,4548.0,4.0,1.0,-60.44,28.0,562.56,1,0,0,1,0,0,0
1986,2001.0,2032.0,4.0,1.0,404.98,35.0,556.0,1,0,0,1,0,0,0
1987,2002.0,846.0,3.0,1.0,1204.34,19.0,1405.9299999999998,0,0,0,0,1,0,0
1988,2003.0,3147.0,4.0,1.0,59.35,32.0,1119.4399999999998,1,0,0,0,1,0,0
1989,2004.0,2331.0,1.0,1.0,401.86,29.0,673.6700000000001,0,1,0,1,0,0,0
1990,2005.0,1175.0,4.0,1.0,304.95,21.0,594.56,1,0,0,1,0,0,0
1991,2006.0,3193.0,1.0,1.0,-109.11,37.0,519.0,1,0,0,1,0,0,0
1992,2007.0,3888.0,4.0,0.0,-25.0,34.0,657.56,1,0,0,1,0,0,0
1993,2008.0,2173.0,3.0,1.0,130.25,32.0,706.2399999999999,1,0,0,0,0,0,1
1994,2009.0,1902.0,3.0,1.0,382.33,24.0,565.1199999999999,0,1,0,1,0,0,0
1995,2010.0,1973.0,4.0,1.0,219.5,27.0,851.05,1,0,0,0,0,1,0
1996,2011.0,3147.0,3.0,0.0,191.93,36.0,950.52,0,1,0,0,0,1,0
1997,2012.0,2975.0,4.0,1.0,-133.02,31.0,684.92,0,1,0,1,0,0,0
1998,2013.0,4048.0,2.0,0.0,-19.67,40.0,605.9999999999999,0,1,0,1,0,0,0
1999,2014.0,3573.0,4.0,0.0,288.95,25.0,752.5160000000001,1,0,0,0,0,0,1
2000,2015.0,3644.0,4.0,0.0,-150.91,35.0,614.45,0,1,0,1,0,0,0
2001,2016.0,2844.0,3.0,0.0,-38.21,39.0,564.56,1,0,0,1,0,0,0
2002,2017.0,2239.0,1.0,1.0,434.19,30.0,893.16,0,0,0,0,0,1,0
2003,2018.0,2826.0,4.0,1.0,395.63,37.0,692.24,1,0,0,1,0,0,0
2004,2019.0,1038.0,4.0,1.0,217.06,19.0,524.45,0,0,0,1,0,0,0
2005,2020.0,2757.0,4.0,1.0,238.04,32.0,782.36,1,0,0,0,0,0,1
2006,2021.0,1731.0,3.0,1.0,291.27,20.0,767.24,0,1,0,0,0,0,1
2007,2022.0,2850.0,4.0,1.0,-67.01,32.0,687.3599999999999,0,1,0,1,0,0,0
2008,2023.0,1497.0,3.0,1.0,666.01,21.0,914.72,0,1,0,0,0,1,0
2009,2024.0,1293.0,4.0,1.0,-62.45,24.0,1128.0,1,0,0,0,1,0,0
2010,2025.0,1822.0,1.0,1.0,397.53,21.0,555.9999999999999,1,0,0,1,0,0,0
2011,2026.0,2025.0,1.0,1.0,-34.1,37.0,571.67,1,0,0,1,0,0,0
2012,2027.0,2594.0,1.0,1.0,-22.11,22.0,693.56,1,0,0,1,0,0,0
2013,2028.0,1590.0,1.0,1.0,32.12,26.0,607.5599999999998,1,0,0,1,0,0,0
2014,2029.0,3202.0,2.0,1.0,28.9,31.0,649.1199999999999,0,1,0,1,0,0,0
2015,2030.0,2709.0,4.0,1.0,-62.11,21.0,596.56,0,1,0,1,0,0,0
2016,2031.0,4233.0,1.0,0.0,21.01,32.0,626.24,1,0,0,1,0,0,0
2017,2032.0,4144.0,1.0,0.0,131.03,39.0,690.3699999999999,0,1,0,1,0,0,0
2018,2033.0,1804.0,1.0,1.0,61.35,29.0,664.68,1,0,0,1,0,0,0
2019,2034.0,2422.0,4.0,1.0,313.29,21.0,722.36,0,1,0,0,0,0,1
2020,2035.0,3807.0,4.0,0.0,43.67,29.0,659.5600000000001,0,1,0,1,0,0,0
2021,2036.0,3876.0,4.0,0.0,-25.0,29.0,722.9099999999999,0,1,0,0,0,0,1
2022,2037.0,1257.0,3.0,1.0,452.53,26.0,877.27,1,0,0,0,0,1,0
2023,2038.0,3431.0,1.0,1.0,399.86,28.0,712.3600000000001,0,1,0,0,0,0,1
2024,2039.0,1855.0,4.0,1.0,58.35,30.0,1067.6299999999999,0,0,0,0,1,0,0
2025,2040.0,1142.0,1.0,1.0,446.87,22.0,925.84,1,0,0,0,0,1,0
2026,2041.0,3874.0,4.0,0.0,188.59,32.0,747.8000000000001,0,0,1,0,0,0,1
2027,2042.0,3683.0,4.0,0.0,129.03,36.0,829.5999999999999,0,1,0,0,0,1,0
2028,2043.0,2095.0,2.0,1.0,-42.98,18.0,568.23,1,0,0,1,0,0,0
2029,2044.0,1089.0,3.0,0.0,1716.0,20.0,1946.48,0,0,0,0,1,0,0
2030,2045.0,3290.0,4.0,1.0,-4.33,28.0,620.0,0,1,0,1,0,0,0
2031,2046.0,2756.0,3.0,1.0,390.98,31.0,521.11,0,0,1,1,0,0,0
2032,2047.0,1607.0,1.0,1.0,255.61,34.0,758.9200000000001,1,0,0,0,0,0,1
2033,2048.0,1998.0,2.0,1.0,307.73,21.0,593.12,1,0,0,1,0,0,0
2034,2049.0,3070.0,1.0,1.0,313.84,27.0,692.2400000000001,1,0,0,1,0,0,0
2035,2050.0,1802.0,4.0,1.0,355.74,36.0,684.68,0,1,0,1,0,0,0
2036,2051.0,2455.0,4.0,1.0,409.85,35.0,789.3599999999999,0,0,0,0,0,0,1
2037,2052.0,1439.0,1.0,1.0,332.3,24.0,617.24,0,1,0,1,0,0,0
2038,2053.0,3014.0,3.0,0.0,234.05,36.0,625.1199999999999,0,1,0,1,0,0,0
2039,2054.0,3512.0,4.0,0.0,483.76,31.0,884.7199999999999,0,1,0,0,0,1,0
2040,2055.0,1167.0,4.0,1.0,233.05,25.0,704.8,1,0,0,0,0,0,1
2041,2056.0,1852.0,4.0,1.0,478.43,24.0,631.1100000000001,0,0,1,1,0,0,0
2042,2057.0,1556.0,1.0,1.0,-264.49,21.0,701.6800000000001,0,0,1,0,0,0,1
2043,2058.0,1074.0,4.0,1.0,139.7,26.0,1046.64,0,0,0,0,1,0,0
2044,2059.0,2762.0,4.0,1.0,509.54,40.0,618.1099999999999,0,1,0,1,0,0,0
2045,2060.0,1266.0,3.0,1.0,-60.45,25.0,801.0299999999999,1,0,0,0,0,0,1
2046,2061.0,1244.0,2.0,1.0,218.6,29.0,773.3599999999999,0,1,0,0,0,0,1
2047,2062.0,3106.0,4.0,1.0,-81.01,25.0,597.11,0,0,1,1,0,0,0
2048,2063.0,2503.0,4.0,1.0,-41.77,34.0,544.56,0,1,0,1,0,0,0
2049,2064.0,2345.0,4.0,1.0,150.7,27.0,664.79,0,0,1,1,0,0,0
2050,2065.0,865.0,3.0,0.0,165.26,23.0,724.92,0,1,0,0,0,0,1
2051,2066.0,1933.0,4.0,1.0,147.93,32.0,538.11,1,0,0,1,0,0,0
2052,2067.0,2343.0,1.0,1.0,312.27,29.0,853.8100000000001,1,0,0,0,0,1,0
2053,2068.0,3906.0,2.0,0.0,386.74,31.0,698.24,1,0,0,1,0,0,0
2054,2069.0,1854.0,4.0,1.0,517.99,32.0,764.92,0,1,0,0,0,0,1
2055,2070.0,4028.0,1.0,0.0,158.59,28.0,1178.56,0,0,0,0,1,0,0
2056,2071.0,1101.0,1.0,1.0,-100.89,20.0,522.0,0,0,1,1,0,0,0
2057,2072.0,1338.0,2.0,1.0,699.8,22.0,1164.88,0,0,0,0,1,0,0
2058,2073.0,2362.0,4.0,1.0,213.28,26.0,648.8,1,0,0,1,0,0,0
2059,2074.0,3720.0,1.0,1.0,425.75,33.0,646.0,1,0,0,1,0,0,0
2060,2075.0,3364.0,4.0,1.0,249.39,39.0,619.12,1,0,0,1,0,0,0
2061,2076.0,2204.0,4.0,1.0,-22.11,39.0,652.12,0,1,0,1,0,0,0
2062,2077.0,2271.0,1.0,1.0,-49.78,38.0,661.4499999999999,0,1,0,1,0,0,0
2063,2078.0,2732.0,4.0,1.0,-51.56,28.0,579.68,0,1,0,1,0,0,0
2064,2079.0,2899.0,1.0,0.0,-47.09,28.0,564.1199999999999,1,0,0,1,0,0,0
2065,2080.0,680.0,4.0,1.0,341.18,22.0,722.3599999999999,0,0,1,0,0,0,1
2066,2081.0,3060.0,3.0,1.0,840.16,37.0,1207.0000000000002,0,1,0,0,1,0,0
2067,2082.0,1743.0,1.0,1.0,-62.23,32.0,677.326,1,0,0,1,0,0,0
2068,2083.0,3745.0,4.0,0.0,-27.22,30.0,585.56,1,0,0,1,0,0,0
2069,2084.0,3404.0,1.0,1.0,-20.78,25.0,632.9999999999999,1,0,0,1,0,0,0
2070,2085.0,4325.0,4.0,0.0,226.95,22.0,580.6800000000001,0,1,0,1,0,0,0
2071,2086.0,2662.0,3.0,0.0,301.84,27.0,574.1099999999999,0,1,0,1,0,0,0
2072,2087.0,2954.0,1.0,1.0,430.42,35.0,641.1199999999999,0,1,0,1,0,0,0
2073,2088.0,1069.0,4.0,1.0,60.25,25.0,595.4499999999999,0,0,0,1,0,0,0
2074,2089.0,2900.0,4.0,1.0,142.03,20.0,715.36,1,0,0,0,0,0,1
2075,2090.0,1593.0,3.0,1.0,167.47,34.0,725.68,1,0,0,0,0,0,1
2076,2091.0,4119.0,3.0,0.0,-59.33,30.0,546.1099999999999,1,0,0,1,0,0,0
2077,2092.0,3564.0,4.0,1.0,-25.0,22.0,863.72,0,1,0,0,0,1,0
2078,2093.0,3325.0,4.0,0.0,428.32,32.0,634.91,1,0,0,1,0,0,0
2079,2094.0,3660.0,4.0,0.0,-59.76,36.0,587.1199999999999,1,0,0,1,0,0,0
2080,2095.0,3717.0,4.0,1.0,192.82,21.0,607.11,1,0,0,1,0,0,0
2081,2096.0,2956.0,4.0,0.0,436.86,20.0,880.72,0,1,0,0,0,1,0
2082,2097.0,3011.0,4.0,1.0,590.79,33.0,746.0399999999998,0,1,0,0,0,0,1
2083,2098.0,3787.0,4.0,0.0,344.63,36.0,850.3899999999999,0,1,0,0,0,1,0
2084,2099.0,1978.0,1.0,1.0,22.35,28.0,642.79,1,0,0,1,0,0,0
2085,2100.0,1912.0,4.0,1.0,290.61,29.0,749.8,0,1,0,0,0,0,1
2086,2101.0,3933.0,3.0,1.0,192.71,30.0,1241.8000000000002,0,1,0,0,1,0,0
2087,2102.0,1900.0,3.0,1.0,162.49,20.0,704.9200000000001,0,1,0,0,0,0,1
2088,2103.0,3358.0,1.0,1.0,13.8,29.0,594.2399999999999,0,1,0,1,0,0,0
2089,2104.0,3547.0,1.0,0.0,-73.01,27.0,705.25,1,0,0,0,0,0,1
2090,2105.0,4189.0,3.0,1.0,393.54,29.0,767.1600000000001,1,0,0,0,0,0,1
2091,2106.0,2707.0,2.0,1.0,-42.0,34.0,624.5600000000001,1,0,0,1,0,0,0
2092,2107.0,3901.0,4.0,0.0,5.34,39.0,863.6,0,0,0,0,0,1,0
2093,2108.0,2796.0,4.0,1.0,-14.33,19.0,616.2399999999999,1,0,0,1,0,0,0
2094,2109.0,2433.0,4.0,1.0,9.34,31.0,680.68,0,0,1,1,0,0,0
2095,2110.0,3912.0,4.0,0.0,137.24,31.0,713.68,1,0,0,0,0,0,1
2096,2111.0,1216.0,4.0,1.0,78.13,27.0,632.24,1,0,0,1,0,0,0
2097,2112.0,1699.0,4.0,1.0,105.58,23.0,909.28,1,0,0,0,0,1,0
2098,2113.0,3468.0,1.0,0.0,-86.12,26.0,632.01,1,0,0,1,0,0,0
2099,2114.0,358.0,3.0,0.0,-28.67,20.0,1326.9099999999999,0,0,0,0,1,0,0
2100,2115.0,1851.0,1.0,0.0,453.54,38.0,609.56,1,0,0,1,0,0,0
2101,2116.0,1670.0,3.0,1.0,15.45,33.0,602.6800000000001,1,0,0,1,0,0,0
2102,2117.0,3806.0,4.0,0.0,-30.0,29.0,684.25,1,0,0,1,0,0,0
2103,2118.0,2682.0,4.0,1.0,462.66,29.0,534.9999999999999,1,0,0,1,0,0,0
2104,2119.0,4354.0,4.0,1.0,96.7,22.0,666.4699999999999,0,1,0,1,0,0,0
2105,2120.0,1957.0,2.0,1.0,-25.0,24.0,587.1199999999999,0,1,0,1,0,0,0
2106,2121.0,1755.0,3.0,1.0,327.18,21.0,613.2400000000001,0,0,1,1,0,0,0
2107,2122.0,1526.0,1.0,1.0,240.73,26.0,815.2800000000001,1,0,0,0,0,0,1
2108,2123.0,1109.0,1.0,0.0,185.37,21.0,691.8000000000001,0,0,0,1,0,0,0
2109,2124.0,335.0,4.0,1.0,81.02,19.0,822.7099999999999,0,1,0,0,0,0,1
2110,2125.0,1791.0,4.0,1.0,515.66,23.0,688.8000000000002,1,0,0,1,0,0,0
2111,2126.0,936.0,3.0,1.0,90.91,23.0,1031.6399999999999,0,0,0,0,1,0,0
2112,2127.0,2634.0,4.0,1.0,59.45,31.0,685.45,0,1,0,1,0,0,0
2113,2128.0,2914.0,1.0,1.0,48.79,22.0,602.602,0,1,0,1,0,0,0
2114,2129.0,2446.0,3.0,1.0,436.2,40.0,563.9999999999999,0,1,0,1,0,0,0
2115,2130.0,1971.0,3.0,1.0,-25.0,27.0,688.36,0,1,0,1,0,0,0
2116,2131.0,2929.0,1.0,1.0,-75.01,24.0,795.92,0,0,0,0,0,0,1
2117,2132.0,3336.0,1.0,0.0,227.06,38.0,632.24,1,0,0,1,0,0,0
2118,2133.0,4402.0,4.0,0.0,89.14,30.0,641.2399999999999,1,0,0,1,0,0,0
2119,2134.0,2628.0,4.0,1.0,254.05,32.0,1067.2000000000003,1,0,0,0,1,0,0
2120,2135.0,3228.0,4.0,0.0,301.73,28.0,850.05,0,1,0,0,0,1,0
2121,2136.0,795.0,4.0,1.0,-54.45,23.0,1281.12,1,0,0,0,1,0,0
2122,2137.0,1697.0,1.0,1.0,128.25,23.0,787.92,1,0,0,0,0,0,1
2123,2138.0,4273.0,4.0,0.0,255.94,34.0,729.68,0,0,0,0,0,0,1
2124,2139.0,4180.0,1.0,0.0,-25.0,27.0,757.92,1,0,0,0,0,0,1
2125,2140.0,1924.0,1.0,1.0,-122.0,26.0,556.0,0,0,1,1,0,0,0
2126,2141.0,3798.0,1.0,0.0,115.26,18.0,912.96,0,1,0,0,0,1,0
2127,2142.0,3189.0,4.0,1.0,729.14,26.0,913.28,0,1,0,0,0,1,0
2128,2143.0,2840.0,1.0,1.0,389.3,26.0,654.1300000000001,0,1,0,1,0,0,0
2129,2144.0,1266.0,2.0,1.0,65.24,17.0,1278.6799999999998,0,0,0,0,1,0,0
2130,2145.0,3088.0,4.0,1.0,-25.33,35.0,592.5600000000001,1,0,0,1,0,0,0
2131,2146.0,2647.0,1.0,1.0,405.54,38.0,524.56,1,0,0,1,0,0,0
2132,2147.0,1195.0,4.0,1.0,334.83,18.0,874.37,0,0,0,0,0,1,0
2133,2148.0,3737.0,1.0,0.0,166.59,41.0,606.24,0,0,1,1,0,0,0
2134,2149.0,1042.0,1.0,0.0,-73.9,19.0,1389.1600000000003,0,1,0,0,1,0,0
2135,2150.0,3261.0,3.0,1.0,230.16,25.0,770.37,1,0,0,0,0,0,1
2136,2151.0,1767.0,3.0,1.0,530.87,29.0,725.68,1,0,0,0,0,0,1
2137,2152.0,2172.0,4.0,1.0,315.18,28.0,600.56,1,0,0,1,0,0,0
2138,2153.0,2202.0,2.0,1.0,77.91,28.0,664.8000000000001,0,1,0,1,0,0,0
2139,2154.0,4438.0,1.0,0.0,-58.88,34.0,568.23,0,0,1,1,0,0,0
2140,2155.0,2430.0,4.0,1.0,4.34,27.0,672.12,0,1,0,1,0,0,0
2141,2156.0,1680.0,4.0,1.0,437.98,24.0,639.68,0,1,0,1,0,0,0
2142,2157.0,3216.0,3.0,1.0,-50.56,36.0,639.0,1,0,0,1,0,0,0
2143,2158.0,1314.0,4.0,1.0,18.23,27.0,632.6800000000001,1,0,0,1,0,0,0
2144,2159.0,3752.0,1.0,0.0,-25.99,40.0,589.12,1,0,0,1,0,0,0
2145,2160.0,2968.0,4.0,1.0,-12.33,33.0,608.56,0,1,0,1,0,0,0
2146,2161.0,992.0,4.0,0.0,-257.15,22.0,1315.48,0,1,0,0,1,0,0
2147,2162.0,4154.0,1.0,0.0,417.09,28.0,973.0799999999999,0,1,0,0,0,1,0
2148,2163.0,3563.0,4.0,0.0,-53.34,21.0,912.84,0,1,0,0,0,1,0
2149,2164.0,1860.0,3.0,1.0,439.74,27.0,740.68,1,0,0,0,0,0,1
2150,2165.0,3632.0,4.0,0.0,-139.13,23.0,602.0,0,1,0,1,0,0,0
2151,2166.0,3043.0,1.0,1.0,-65.12,27.0,908.52,1,0,0,0,0,1,0
2152,2167.0,3395.0,4.0,0.0,920.19,23.0,1302.4799999999998,0,0,0,0,1,0,0
2153,2168.0,2210.0,3.0,0.0,167.37,37.0,789.6,1,0,0,0,0,0,1
2154,2169.0,1372.0,1.0,1.0,485.21,25.0,722.3599999999999,0,0,1,0,0,0,1
2155,2170.0,664.0,4.0,0.0,-30.56,20.0,744.15,0,0,0,0,0,0,1
2156,2171.0,2289.0,1.0,1.0,-10.33,27.0,682.2399999999999,1,0,0,1,0,0,0
2157,2172.0,3218.0,1.0,1.0,412.64,36.0,752.35,0,1,0,0,0,0,1
2158,2173.0,2336.0,4.0,0.0,298.42,36.0,528.5600000000001,1,0,0,1,0,0,0
2159,2174.0,1840.0,3.0,1.0,257.93,37.0,863.48,0,1,0,0,0,1,0
2160,2175.0,955.0,1.0,1.0,259.72,22.0,904.4,0,0,0,0,0,1,0
2161,2176.0,1561.0,2.0,1.0,415.75,27.0,914.3899999999999,0,1,0,0,0,1,0
2162,2177.0,952.0,4.0,1.0,659.02,21.0,1287.2399999999998,0,0,0,0,1,0,0
2163,2178.0,3914.0,1.0,0.0,388.86,20.0,990.52,1,0,0,0,0,1,0
2164,2179.0,1644.0,3.0,0.0,447.2,34.0,618.56,0,0,1,1,0,0,0
2165,2180.0,1310.0,1.0,1.0,383.53,27.0,709.3439999999999,0,1,0,0,0,0,1
2166,2181.0,3776.0,4.0,0.0,-10.44,23.0,610.1199999999999,0,1,0,1,0,0,0
2167,2182.0,2462.0,1.0,0.0,189.39,20.0,633.8,1,0,0,1,0,0,0
2168,2183.0,4031.0,4.0,0.0,526.21,23.0,980.4000000000001,0,1,0,0,0,1,0
2169,2184.0,2697.0,4.0,1.0,172.6,39.0,693.36,0,1,0,1,0,0,0
2170,2185.0,1756.0,4.0,1.0,360.97,28.0,877.84,1,0,0,0,0,1,0
2171,2186.0,2530.0,3.0,1.0,449.2,25.0,591.4499999999999,0,1,0,1,0,0,0
2172,2187.0,2767.0,4.0,1.0,385.44,29.0,511.00000000000006,0,0,1,1,0,0,0
2173,2188.0,1857.0,1.0,1.0,276.28,23.0,1099.8799999999999,0,1,0,0,1,0,0
2174,2189.0,2311.0,2.0,1.0,448.66,36.0,519.0,1,0,0,1,0,0,0
2175,2190.0,2636.0,4.0,1.0,7.9,37.0,806.48,0,0,1,0,0,0,1
2176,2191.0,2911.0,2.0,1.0,-35.55,24.0,569.56,1,0,0,1,0,0,0
2177,2192.0,1203.0,4.0,1.0,722.02,20.0,1156.21,0,1,0,0,1,0,0
2178,2193.0,3203.0,3.0,0.0,376.52,20.0,719.69,1,0,0,0,0,0,1
2179,2194.0,3300.0,4.0,0.0,17.8,38.0,599.1299999999999,0,0,1,1,0,0,0
2180,2195.0,1782.0,4.0,1.0,367.74,18.0,623.68,0,1,0,1,0,0,0
2181,2196.0,3443.0,1.0,1.0,-34.67,30.0,645.24,1,0,0,1,0,0,0
2182,2197.0,1516.0,1.0,1.0,196.72,27.0,760.7099999999999,0,1,0,0,0,0,1
2183,2198.0,2144.0,3.0,1.0,338.86,22.0,593.56,0,1,0,1,0,0,0
2184,2199.0,2658.0,4.0,0.0,86.01,27.0,686.1199999999999,1,0,0,1,0,0,0
2185,2200.0,2565.0,1.0,1.0,306.52,29.0,523.0,0,1,0,1,0,0,0
2186,2201.0,1859.0,1.0,0.0,97.58,26.0,640.56,1,0,0,1,0,0,0
2187,2202.0,3174.0,2.0,1.0,-25.0,32.0,641.01,1,0,0,1,0,0,0
2188,2203.0,1659.0,1.0,1.0,272.17,23.0,656.2499999999999,1,0,0,1,0,0,0
2189,2204.0,3167.0,4.0,1.0,310.4,19.0,658.12,0,0,0,1,0,0,0
2190,2205.0,3041.0,4.0,1.0,426.53,37.0,660.56,0,1,0,1,0,0,0
2191,2206.0,2110.0,3.0,1.0,413.42,38.0,656.1100000000001,1,0,0,1,0,0,0
2192,2207.0,1766.0,1.0,0.0,441.08,25.0,995.07,0,1,0,0,0,1,0
2193,2208.0,1380.0,1.0,1.0,113.69,32.0,617.9999999999999,1,0,0,1,0,0,0
2194,2209.0,1481.0,3.0,0.0,11.79,23.0,770.04,1,0,0,0,0,0,1
2195,2210.0,1691.0,1.0,1.0,-21.22,22.0,807.81,1,0,0,0,0,0,1
2196,2211.0,1324.0,1.0,1.0,454.86,19.0,977.73,0,0,0,0,0,1,0
2197,2212.0,4139.0,3.0,0.0,78.57,19.0,760.3599999999999,0,1,0,0,0,0,1
2198,2213.0,1721.0,1.0,1.0,-25.0,28.0,691.8000000000001,0,1,0,1,0,0,0
2199,2214.0,3124.0,3.0,0.0,483.55,39.0,658.8,1,0,0,1,0,0,0
2200,2215.0,2184.0,1.0,1.0,-55.55,34.0,559.56,1,0,0,1,0,0,0
2201,2216.0,3736.0,4.0,0.0,386.97,41.0,742.9200000000001,0,1,0,0,0,0,1
2202,2217.0,2378.0,1.0,1.0,-21.11,40.0,606.1199999999999,1,0,0,1,0,0,0
2203,2218.0,1768.0,3.0,1.0,109.25,28.0,992.6400000000001,1,0,0,0,0,1,0
2204,2219.0,758.0,2.0,0.0,192.16,20.0,957.19,0,1,0,0,0,1,0
2205,2220.0,1791.0,1.0,1.0,-12.44,35.0,799.92,1,0,0,0,0,0,1
2206,2221.0,991.0,2.0,0.0,373.31,21.0,1070.88,0,0,0,0,1,0,0
2207,2222.0,1979.0,1.0,0.0,164.7,23.0,872.4,0,1,0,0,0,1,0
2208,2223.0,3538.0,1.0,1.0,52.9,25.0,1053.76,0,0,0,0,1,0,0
2209,2224.0,1664.0,1.0,1.0,316.07,22.0,784.0400000000001,1,0,0,0,0,0,1
2210,2225.0,3661.0,1.0,1.0,410.09,28.0,553.56,1,0,0,1,0,0,0
2211,2226.0,3395.0,4.0,1.0,350.96,20.0,640.378,1,0,0,1,0,0,0
2212,2227.0,2825.0,4.0,1.0,253.83,40.0,581.9999999999999,0,1,0,1,0,0,0
2213,2228.0,1987.0,2.0,1.0,429.87,25.0,609.12,1,0,0,1,0,0,0
2214,2229.0,2238.0,1.0,1.0,538.22,27.0,703.3599999999999,1,0,0,0,0,0,1
2215,2230.0,1364.0,1.0,1.0,45.9,29.0,809.16,1,0,0,0,0,0,1
2216,2231.0,4125.0,4.0,0.0,4.34,37.0,1155.44,0,1,0,0,1,0,0
2217,2232.0,2344.0,3.0,1.0,366.85,32.0,731.682,1,0,0,0,0,0,1
2218,2233.0,607.0,4.0,1.0,228.38,26.0,1128.76,1,0,0,0,1,0,0
2219,2234.0,1363.0,3.0,1.0,-44.78,25.0,984.28,0,1,0,0,0,1,0
2220,2235.0,3297.0,1.0,1.0,-86.78,39.0,532.0,1,0,0,1,0,0,0
2221,2236.0,2506.0,4.0,1.0,145.39,34.0,529.0,1,0,0,1,0,0,0
2222,2237.0,1123.0,2.0,0.0,349.28,24.0,988.2800000000001,1,0,0,0,0,1,0
2223,2238.0,2266.0,3.0,1.0,218.6,18.0,608.68,0,1,0,1,0,0,0
2224,2239.0,2904.0,1.0,1.0,412.54,37.0,556.0,1,0,0,1,0,0,0
2225,2240.0,1071.0,4.0,1.0,390.19,21.0,959.51,0,1,0,0,0,1,0
2226,2241.0,3887.0,2.0,0.0,298.16,38.0,780.3599999999999,0,1,0,0,0,0,1
2227,2242.0,2509.0,1.0,1.0,517.65,28.0,632.9999999999999,1,0,0,1,0,0,0
2228,2243.0,1631.0,3.0,1.0,21.01,21.0,647.1199999999999,0,0,1,1,0,0,0
2229,2244.0,1603.0,4.0,1.0,-25.0,27.0,728.24,0,1,0,0,0,0,1
2230,2245.0,4306.0,4.0,0.0,516.54,24.0,775.03,0,1,0,0,0,0,1
2231,2246.0,2457.0,1.0,0.0,21.23,26.0,745.1500000000001,1,0,0,0,0,0,1
2232,2247.0,3345.0,3.0,1.0,412.19,37.0,631.2959999999999,0,1,0,1,0,0,0
2233,2248.0,2127.0,1.0,1.0,3.0,30.0,625.0,1,0,0,1,0,0,0
2234,2249.0,2952.0,4.0,1.0,-36.89,23.0,770.3599999999998,0,0,0,0,0,0,1
2235,2250.0,3779.0,2.0,0.0,583.44,31.0,984.51,0,0,0,0,0,1,0
2236,2251.0,1412.0,4.0,0.0,162.37,18.0,1164.65,0,1,0,0,1,0,0
2237,2252.0,2643.0,4.0,1.0,-25.0,40.0,677.11,0,1,0,1,0,0,0
2238,2253.0,2354.0,4.0,1.0,-21.11,42.0,635.11,1,0,0,1,0,0,0
2239,2254.0,3617.0,4.0,1.0,404.87,38.0,747.4799999999999,1,0,0,0,0,0,1
2240,2255.0,2351.0,2.0,1.0,346.85,26.0,690.7999999999998,0,1,0,1,0,0,0
2241,2256.0,3372.0,1.0,1.0,571.99,35.0,840.4800000000001,1,0,0,0,0,1,0
2242,2257.0,3362.0,2.0,0.0,272.05,32.0,660.5600000000001,0,1,0,1,0,0,0
2243,2258.0,1553.0,4.0,1.0,135.7,32.0,766.0400000000001,0,1,0,0,0,0,1
2244,2259.0,2414.0,3.0,1.0,95.25,22.0,648.24,1,0,0,1,0,0,0
2245,2260.0,3957.0,4.0,0.0,-25.0,34.0,684.24,1,0,0,1,0,0,0
2246,2261.0,335.0,1.0,1.0,200.93,20.0,688.81,0,0,0,1,0,0,0
2247,2262.0,3337.0,3.0,0.0,127.24,28.0,738.24,0,0,0,0,0,0,1
2248,2263.0,1286.0,1.0,1.0,327.95,22.0,947.95,0,1,0,0,0,1,0
2249,2264.0,2182.0,3.0,1.0,202.83,39.0,685.36,1,0,0,1,0,0,0
2250,2265.0,3346.0,4.0,0.0,214.6,30.0,740.3499999999999,0,1,0,0,0,0,1
2251,2266.0,1579.0,4.0,1.0,244.94,33.0,754.25,1,0,0,0,0,0,1
2252,2267.0,2029.0,4.0,1.0,274.28,31.0,771.3599999999999,0,1,0,0,0,0,1
2253,2268.0,1894.0,3.0,1.0,11.23,39.0,636.4499999999999,1,0,0,1,0,0,0
2254,2269.0,1456.0,1.0,1.0,103.36,29.0,682.13,0,0,1,1,0,0,0
2255,2270.0,3212.0,1.0,1.0,462.54,25.0,628.1099999999999,1,0,0,1,0,0,0
2256,2271.0,2430.0,1.0,1.0,518.32,20.0,620.1099999999999,0,0,1,1,0,0,0
2257,2272.0,2233.0,3.0,1.0,565.21,25.0,678.56,1,0,0,1,0,0,0
2258,2273.0,3338.0,4.0,0.0,284.84,32.0,1052.97,0,1,0,0,1,0,0
2259,2274.0,1756.0,4.0,1.0,33.01,18.0,836.6,0,0,0,0,0,1,0
